school,municipality,lon,lat,unique_id
St Raphael the Archangel Catholic Elementary School,Vaughan,-79.5148949,43.8910869,St Raphael the Archangel Catholic Elementary SchoolVaughan
Chalkfarm Public School,Toronto,-79.514302,43.727242,Chalkfarm Public SchoolToronto
Yorkwoods Public School,Toronto,-79.5138718,43.7505445,Yorkwoods Public SchoolToronto
St. Jane Frances Catholic School,Toronto,-79.5131811,43.7420346,St. Jane Frances Catholic SchoolToronto
C.R. Marchant Middle School,Toronto,-79.5128555,43.7019348,C.R. Marchant Middle SchoolToronto
C R Marchant Middle School,Toronto,-79.5128555,43.7019348,C R Marchant Middle SchoolToronto
Oakdale Park Middle School,Toronto,-79.512099,43.747478,Oakdale Park Middle SchoolToronto
St John Catholic Elementary School,Lincoln,-79.5108649,43.1802997,St John Catholic Elementary SchoolLincoln
Topcliff Public School,Toronto,-79.5106653,43.7555852,Topcliff Public SchoolToronto
Father John Kelly Catholic Elementary School,Vaughan,-79.5097892,43.839925,Father John Kelly Catholic Elementary SchoolVaughan
Portage Trail Community School,Toronto,-79.509687,43.692329,Portage Trail Community SchoolToronto
Weston Memorial Junior Public School,Toronto,-79.5093989,43.7060047,Weston Memorial Junior Public SchoolToronto
Weston Collegiate Institute,Toronto,-79.5093967,43.7038742,Weston Collegiate InstituteToronto
Lambton Kingsway Junior Middle School,Toronto,-79.5090068,43.658883,Lambton Kingsway Junior Middle SchoolToronto
Lambton Kingsway Junior Middle School.,Toronto,-79.5090068,43.658883,Lambton Kingsway Junior Middle School.Toronto
St Josaphat Catholic School,Toronto,-79.508719,43.5994813,St Josaphat Catholic SchoolToronto
Holy Name Catholic Elementary School,King,-79.5086595,43.9291416,Holy Name Catholic Elementary SchoolKing
Blessed Margherita of Cittá di Castello,Toronto,-79.5079102,43.7437156,Blessed Margherita of Cittá di CastelloToronto
Blessed Margherita of Citta Castello Catholic School,Toronto,-79.5079102,43.7437156,Blessed Margherita of Citta Castello Catholic SchoolToronto
Park Avenue Public School,East Gwillimbury,-79.507658,44.1104119,Park Avenue Public SchoolEast Gwillimbury
Sunnylea Junior School,Toronto,-79.5073816,43.6424707,Sunnylea Junior SchoolToronto
York Humber High School,Toronto,-79.5061533,43.6885349,York Humber High SchoolToronto
ÉÉC Sainte-Marguerite-d'Youville,Toronto,-79.5058893,43.6360507,ÉÉC Sainte-Marguerite-d'YouvilleToronto
Bishop Allen Academy Catholic Secondary School,Toronto,-79.5049308,43.63419,Bishop Allen Academy Catholic Secondary SchoolToronto
École intermédiaire catholique Renaissance,Toronto,-79.5045715,43.8472823,École intermédiaire catholique RenaissanceToronto
ÉIC Renaissance,Toronto,-79.5045715,43.8472823,ÉIC RenaissanceToronto
École intermédiaire catholique Renaissance,Vaughan,-79.5045715,43.8472823,École intermédiaire catholique RenaissanceVaughan
ÉIC Renaissance,Vaughan,-79.5045715,43.8472823,ÉIC RenaissanceVaughan
Beverley Heights Middle School,Toronto,-79.5043609,43.732933,Beverley Heights Middle SchoolToronto
Seventh Street Junior School,Toronto,-79.504047,43.599816,Seventh Street Junior SchoolToronto
Etobicoke School of the Arts,Toronto,-79.5039342,43.630802,Etobicoke School of the ArtsToronto
Calico Public School,Toronto,-79.5035145,43.7375846,Calico Public SchoolToronto
Lamberton Public School,Toronto,-79.5027984,43.753706,Lamberton Public SchoolToronto
St. Wilfrid Catholic Elementary,Toronto,-79.5025515,43.7600685,St. Wilfrid Catholic ElementaryToronto
St Wilfrid Catholic School,Toronto,-79.5025515,43.7600685,St Wilfrid Catholic SchoolToronto
Tumpane Public School,Toronto,-79.5022758,43.7265161,Tumpane Public SchoolToronto
St Martha Catholic School,Toronto,-79.5021114,43.7408625,St Martha Catholic SchoolToronto
St Louis Catholic School,Toronto,-79.5008843,43.6258492,St Louis Catholic SchoolToronto
C W Jefferys Collegiate Institute,Toronto,-79.500321,43.75814,C W Jefferys Collegiate InstituteToronto
C.W. Jefferys Collegiate Institute,Toronto,-79.500321,43.75814,C.W. Jefferys Collegiate InstituteToronto
Karen Kain School of the Arts,Toronto,-79.5000584,43.6311183,Karen Kain School of the ArtsToronto
St. Bernard Catholic School,Toronto,-79.5000459,43.702571,St. Bernard Catholic SchoolToronto
Second Street Junior Middle School,Toronto,-79.4999829,43.6043515,Second Street Junior Middle SchoolToronto
Warren Park Junior Public School,Toronto,-79.4993853,43.6627209,Warren Park Junior Public SchoolToronto
Roselands Junior Public School,Toronto,-79.4988914,43.681197,Roselands Junior Public SchoolToronto
Alexander Muir Public School,Newmarket,-79.4987413,44.0554441,Alexander Muir Public SchoolNewmarket
Elia Middle School,Toronto,-79.498655,43.7538247,Elia Middle SchoolToronto
Romeo Dallaire Public School,Vaughan,-79.4982585,43.8553684,Romeo Dallaire Public SchoolVaughan
Lambton Park Community School,Toronto,-79.4982237,43.6673783,Lambton Park Community SchoolToronto
Highview Public School,Toronto,-79.497057,43.722011,Highview Public SchoolToronto
Park Lawn Junior and Middle School,Toronto,-79.4967985,43.6376642,Park Lawn Junior and Middle SchoolToronto
Phoebe Gillman Public School,East Gwillimbury,-79.4961152,44.0675864,Phoebe Gillman Public SchoolEast Gwillimbury
Phoebe Gilman Public School,East Gwillimbury,-79.4961152,44.0675864,Phoebe Gilman Public SchoolEast Gwillimbury
St Leo Catholic School,Toronto,-79.4960591,43.6144525,St Leo Catholic SchoolToronto
Chaminade College School,Toronto,-79.4959081,43.7100779,Chaminade College SchoolToronto
Brookhaven Public School,Toronto,-79.4955706,43.7023698,Brookhaven Public SchoolToronto
St James Catholic School,Toronto,-79.4952142,43.664692,St James Catholic SchoolToronto
John English Junior Middle School,Toronto,-79.4951837,43.6124162,John English Junior Middle SchoolToronto
East Oro Public School,Oro-Medonte,-79.495076,44.5288972,East Oro Public SchoolOro-Medonte
St. Cecilia Catholic Elementary School,Vaughan,-79.4944357,43.849368,St. Cecilia Catholic Elementary SchoolVaughan
St Conrad Catholic School,Toronto,-79.4943701,43.7296106,St Conrad Catholic SchoolToronto
Derrydown Public School,Toronto,-79.4938435,43.7588125,Derrydown Public SchoolToronto
James Cardinal McGuigan Catholic High School,Toronto,-79.4936082,43.763351,James Cardinal McGuigan Catholic High SchoolToronto
Amesbury Middle School,Toronto,-79.493524,43.7085638,Amesbury Middle SchoolToronto
Stilecroft Public School,Toronto,-79.4933875,43.750952,Stilecroft Public SchoolToronto
Crossland Public School,Newmarket,-79.4922651,44.0431806,Crossland Public SchoolNewmarket
Pierre Laporte Middle School,Toronto,-79.4921035,43.7253417,Pierre Laporte Middle SchoolToronto
Poplar Bank Public School,Newmarket,-79.491558,44.062693,Poplar Bank Public SchoolNewmarket
Gracefield Public School,Toronto,-79.4914082,43.7089709,Gracefield Public SchoolToronto
George Syme Community School,Toronto,-79.490997,43.6693249,George Syme Community SchoolToronto
Humbercrest Public School,Toronto,-79.490865,43.6602263,Humbercrest Public SchoolToronto
Maple Leaf Public School,Toronto,-79.4901812,43.7149569,Maple Leaf Public SchoolToronto
St Mark Catholic School,Toronto,-79.4900351,43.6344513,St Mark Catholic SchoolToronto
St. Mark Catholic School,Toronto,-79.4900351,43.6344513,St. Mark Catholic SchoolToronto
École élémentaire Étienne-Brûlé,Toronto,-79.489834,43.6357197,École élémentaire Étienne-BrûléToronto
Étienne Brûlé Junior School,Toronto,-79.489834,43.6357197,Étienne Brûlé Junior SchoolToronto
Mountview Alternative School School,Toronto,-79.4898306,43.663141,Mountview Alternative School SchoolToronto
Runnymede Collegiate Institute,Toronto,-79.4897269,43.663154,Runnymede Collegiate InstituteToronto
Dr. Roberta Bondar Public School,Maple,-79.4897223,43.8524809,Dr. Roberta Bondar Public SchoolMaple
Dr. Roberta Bondar Public School,Vaughan,-79.4897223,43.8524809,Dr. Roberta Bondar Public SchoolVaughan
Dr Roberta Bondar Public School,Vaughan,-79.4897223,43.8524809,Dr Roberta Bondar Public SchoolVaughan
Our Lady of Victoria Catholic School,Toronto,-79.4896321,43.6836212,Our Lady of Victoria Catholic SchoolToronto
Our Lady of Victory Catholic School,Toronto,-79.4896321,43.6836212,Our Lady of Victory Catholic SchoolToronto
Rockcliffe Middle School,Toronto,-79.4890031,43.6740398,Rockcliffe Middle SchoolToronto
St Jerome Catholic School,Toronto,-79.4888547,43.7488799,St Jerome Catholic SchoolToronto
St. Jerome Catholic School,Toronto,-79.4888547,43.7488799,St. Jerome Catholic SchoolToronto
David Hornell Junior School,Toronto,-79.4888185,43.6193666,David Hornell Junior SchoolToronto
St Raphael Catholic School,Toronto,-79.4887035,43.7285114,St Raphael Catholic SchoolToronto
St. Raphael Catholic School,Toronto,-79.4887018,43.7285097,St. Raphael Catholic SchoolToronto
Frank Oke Secondary School,Toronto,-79.4885718,43.6774894,Frank Oke Secondary SchoolToronto
Sheppard Public School,Toronto,-79.4883755,43.74507,Sheppard Public SchoolToronto
Africentric Alternative School,Toronto,-79.4882752,43.7454319,Africentric Alternative SchoolToronto
Clearmeadow Public School,Newmarket,-79.4878522,44.0371302,Clearmeadow Public SchoolNewmarket
Cordella Junior Public School,Toronto,-79.4875892,43.6790274,Cordella Junior Public SchoolToronto
Dennis Avenue Community School,Toronto,-79.4873188,43.6844368,Dennis Avenue Community SchoolToronto
King George Junior Public School,Toronto,-79.4868796,43.6631967,King George Junior Public SchoolToronto
Forest Run Public School,Vaughan,-79.4861624,43.836033,Forest Run Public SchoolVaughan
Blaydon Public School,Toronto,-79.486157,43.7354566,Blaydon Public SchoolToronto
James Culnan Catholic School,Toronto,-79.4857433,43.6611223,James Culnan Catholic SchoolToronto
Terry Fox Public School,Newmarket,-79.4853747,44.0310534,Terry Fox Public SchoolNewmarket
St. Fidelis Catholic School,Toronto,-79.4852408,43.7173818,St. Fidelis Catholic SchoolToronto
St Fidelis Catholic School,Toronto,-79.4852408,43.7173818,St Fidelis Catholic SchoolToronto
Light of Christ Catholic Elementary School,Aurora,-79.4850896,43.9711252,Light of Christ Catholic Elementary SchoolAurora
St Pius X Catholic School,Toronto,-79.4849346,43.6512866,St Pius X Catholic SchoolToronto
St. Pius X Catholic School,Toronto,-79.4849346,43.6512866,St. Pius X Catholic SchoolToronto
École secondaire catholique Renaissance,Aurora,-79.4844721,43.9582835,École secondaire catholique RenaissanceAurora
�SC Renaissance,Aurora,-79.4844721,43.9582835,�SC RenaissanceAurora
St. Francis Xavier Catholic School,Toronto,-79.4831389,43.7109856,St. Francis Xavier Catholic SchoolToronto
St Francis Xavier Catholic School,Toronto,-79.4831389,43.7109856,St Francis Xavier Catholic SchoolToronto
Downsview Public School,Toronto,-79.4827015,43.7310883,Downsview Public SchoolToronto
St Thomas Aquinas Catholic Elementary School,Georgina,-79.4825166,44.2494015,St Thomas Aquinas Catholic Elementary SchoolGeorgina
Our Lady of Grace Catholic Elementary School,Aurora,-79.4823934,44.0012384,Our Lady of Grace Catholic Elementary SchoolAurora
Glen Shields Public School,Vaughan,-79.4820705,43.7919066,Glen Shields Public SchoolVaughan
Highview Public School,Aurora,-79.4816449,43.9717959,Highview Public SchoolAurora
St. Oscar Romero Catholic Secondary School,Toronto,-79.4811471,43.6804315,St. Oscar Romero Catholic Secondary SchoolToronto
St Oscar Romero Catholic Secondary School,Toronto,-79.4811471,43.6804315,St Oscar Romero Catholic Secondary SchoolToronto
Aurora High School,Aurora,-79.4809347,43.9947427,Aurora High SchoolAurora
Our Lady of the Rosary Catholic Elementary School,Vaughan,-79.4806711,43.7934795,Our Lady of the Rosary Catholic Elementary SchoolVaughan
Devins Drive Public School,Aurora,-79.480508,44.0056699,Devins Drive Public SchoolAurora
Sir William Mulock Secondary School,Newmarket,-79.4801777,44.0323784,Sir William Mulock Secondary SchoolNewmarket
St Mark Catholic Elementary School,Lincoln,-79.4801438,43.1578521,St Mark Catholic Elementary SchoolLincoln
Jacob Beam Public School,Lincoln,-79.4793094,43.1656302,Jacob Beam Public SchoolLincoln
Downsview Secondary School,Toronto,-79.4791025,43.7307231,Downsview Secondary SchoolToronto
George Anderson Public School,Toronto,-79.478917,43.705483,George Anderson Public SchoolToronto
Deer Park Public School,Georgina,-79.4784675,44.2782451,Deer Park Public SchoolGeorgina
Holland Landing Public School,East Gwillimbury,-79.4782488,44.0958288,Holland Landing Public SchoolEast Gwillimbury
Harwood Public School,Toronto,-79.4782328,43.6761087,Harwood Public SchoolToronto
Immaculate Conception Catholic School,Toronto,-79.4779742,43.6977448,Immaculate Conception Catholic SchoolToronto
Madonna Catholic Secondary School,Toronto,-79.477825,43.7295628,Madonna Catholic Secondary SchoolToronto
Runnymede Junior and Senior Public School,Toronto,-79.477485,43.6559379,Runnymede Junior and Senior Public SchoolToronto
Santa Maria Catholic School,Toronto,-79.477458,43.6816377,Santa Maria Catholic SchoolToronto
Herbert H Carnegie Public School,Vaughan,-79.4773339,43.8771237,Herbert H Carnegie Public SchoolVaughan
Father Frederick McGinn Catholic Elementary School,Richmond Hill,-79.4770935,43.9347996,Father Frederick McGinn Catholic Elementary SchoolRichmond Hill
Swansea Junior and Senior Public School,Toronto,-79.4770369,43.6434732,Swansea Junior and Senior Public SchoolToronto
Dr John M Denison Secondary School,Newmarket,-79.4767299,44.0691009,Dr John M Denison Secondary SchoolNewmarket
Wellington Public School,Aurora,-79.4764527,43.9969042,Wellington Public SchoolAurora
Keelesdale Junior Public School,Toronto,-79.4762078,43.6871995,Keelesdale Junior Public SchoolToronto
Our Lady of Hope Catholic Elementary School,Richmond Hill,-79.476017,43.954402,Our Lady of Hope Catholic Elementary SchoolRichmond Hill
Our Lady of Hope Catholic Elementary School,Hamilton,-79.476017,43.954402,Our Lady of Hope Catholic Elementary SchoolHamilton
Stephen Lewis Secondary School,Vaughan,-79.4759129,43.8357304,Stephen Lewis Secondary SchoolVaughan
École élémentaire Mathieu-da-Costa,Toronto,-79.4754697,43.7177545,École élémentaire Mathieu-da-CostaToronto
St Joseph Catholic Elementary School,Aurora,-79.4752876,43.983003,St Joseph Catholic Elementary SchoolAurora
Western Tech and Commercial School,Toronto,-79.475238,43.6570591,Western Tech and Commercial SchoolToronto
Western Technical School,Toronto,-79.475238,43.6570591,Western Technical SchoolToronto
Charles E. Webster,Toronto,-79.4750433,43.6936574,Charles E. WebsterToronto
St Cecilia Catholic School,Toronto,-79.4746572,43.6610238,St Cecilia Catholic SchoolToronto
Ursula Franklin Academy,Toronto,-79.4746299,43.6564216,Ursula Franklin AcademyToronto
J L R Bell Public School,Newmarket,-79.474553,44.053503,J L R Bell Public SchoolNewmarket
Beamsville District Secondary School,Lincoln,-79.4740168,43.1674568,Beamsville District Secondary SchoolLincoln
Canadian Martyrs Catholic Elementary School,Newmarket,-79.4739978,44.0635988,Canadian Martyrs Catholic Elementary SchoolNewmarket
Aurora Heights Public School,Aurora,-79.4739133,44.0038906,Aurora Heights Public SchoolAurora
Windham Ridge Public School,Richmond Hill,-79.4735473,43.9530812,Windham Ridge Public SchoolRichmond Hill
Senator Gibson Public School,Lincoln,-79.4732888,43.1708465,Senator Gibson Public SchoolLincoln
Kettle Lakes Public School,Richmond Hill,-79.4732136,43.9355538,Kettle Lakes Public SchoolRichmond Hill
George Harvey Collegiate Institute,Toronto,-79.4732071,43.684878,George Harvey Collegiate InstituteToronto
St Alexander Separate School,North Bay,-79.4731539,46.322411,St Alexander Separate SchoolNorth Bay
Lakeside Public School,Georgina,-79.4729373,44.2445413,Lakeside Public SchoolGeorgina
Annette Street Juniorr and Senior Public School,Toronto,-79.4728012,43.6617088,Annette Street Juniorr and Senior Public SchoolToronto
Annette Street Junior and Senior Public School,Toronto,-79.4728012,43.6617088,Annette Street Junior and Senior Public SchoolToronto
Carrville Mills Public School,Thornhill,-79.4727265,43.8405736,Carrville Mills Public SchoolThornhill
Carrville Mills Public School,Vaughan,-79.4727265,43.8405736,Carrville Mills Public SchoolVaughan
Nellie McClung Public School,Halton Hills,-79.4717905,43.8547088,Nellie McClung Public SchoolHalton Hills
Nellie McClung Public School,Vaughan,-79.4717905,43.8547088,Nellie McClung Public SchoolVaughan
Viola Desmond Public School,Vaughan,-79.4716891,43.8711934,Viola Desmond Public SchoolVaughan
Board Office,Aurora,-79.4712164,43.9995835,Board OfficeAurora
Board Site,Aurora,-79.4712164,43.9995835,Board SiteAurora
Beynon Fields Public School,Richmond Hill,-79.4710392,43.9158771,Beynon Fields Public SchoolRichmond Hill
Humberside Collegiate Institute,Toronto,-79.4706461,43.6599513,Humberside Collegiate InstituteToronto
Keswick Public School,Georgina,-79.4700369,44.2455173,Keswick Public SchoolGeorgina
Bakersfield Public School,Vaughan,-79.4699666,43.8278377,Bakersfield Public SchoolVaughan
St. Joseph Catholic Elementary School,Vaughan,-79.4695975,43.8016204,St. Joseph Catholic Elementary SchoolVaughan
St. Joseph the Worker Catholic Elementary School,Vaughan,-79.4695975,43.8016204,St. Joseph the Worker Catholic Elementary SchoolVaughan
Good Shepherd Catholic Elementary School,East Gwillimbury,-79.4693338,44.0987124,Good Shepherd Catholic Elementary SchoolEast Gwillimbury
Silverthorn Community School,Toronto,-79.4692586,43.6871776,Silverthorn Community SchoolToronto
Catholic Education Centre,Aurora,-79.4690684,43.9621942,Catholic Education CentreAurora
Unnamed Secondary School - Formerly Known as Vaughan Secondary School,Vaughan,-79.4685906,43.7973866,Unnamed Secondary School - Formerly Known as Vaughan Secondary SchoolVaughan
Unnamed Secondary School - Formerly Know as Vaughan Secondary School,Markham,-79.4685906,43.7973866,Unnamed Secondary School - Formerly Know as Vaughan Secondary SchoolMarkham
Unnamed Secondary School - Formerly Known as Vaughan Secondary School,Markham,-79.4685906,43.7973866,Unnamed Secondary School - Formerly Known as Vaughan Secondary SchoolMarkham
Vaughan Secondary School,Vaughan,-79.4685906,43.7973866,Vaughan Secondary SchoolVaughan
Armitage Village Public School,Newmarket,-79.468391,44.033434,Armitage Village Public SchoolNewmarket
St Matthew Catholic School,Toronto,-79.4675774,43.6805931,St Matthew Catholic SchoolToronto
St. Matthew Catholic School,Toronto,-79.4675774,43.6805931,St. Matthew Catholic SchoolToronto
Thornhill Woods Public School,Vaughan,-79.4670026,43.8350163,Thornhill Woods Public SchoolVaughan
Ancaster Public School,Toronto,-79.466976,43.732938,Ancaster Public SchoolToronto
Cardinal Carter Catholic High School,Aurora,-79.4669061,43.962797,Cardinal Carter Catholic High SchoolAurora
Cardinal Carter Catholic Secondary School,Aurora,-79.4669061,43.962797,Cardinal Carter Catholic Secondary SchoolAurora
Wilshire Elementary School,Vaughan,-79.4668024,43.8131975,Wilshire Elementary SchoolVaughan
École secondaire catholique Algonquin,North Bay,-79.46649,46.318711,École secondaire catholique AlgonquinNorth Bay
Rogers Public School,Newmarket,-79.4658547,44.0456028,Rogers Public SchoolNewmarket
St Theresa of Lisieux Catholic High School,Richmond Hill,-79.4653607,43.894515,St Theresa of Lisieux Catholic High SchoolRichmond Hill
Lester B Pearson Public School,Aurora,-79.4652271,44.0068992,Lester B Pearson Public SchoolAurora
Anne Frank Public School,Vaughan,-79.4651009,43.8591387,Anne Frank Public SchoolVaughan
St Norbert Catholic School,Toronto,-79.4644336,43.7345579,St Norbert Catholic SchoolToronto
Ventura Park Public School,Vaughan,-79.4643214,43.816289,Ventura Park Public SchoolVaughan
Charlton Public School,Vaughan,-79.4640174,43.7963953,Charlton Public SchoolVaughan
General Mercer Junior Public School,Toronto,-79.4640157,43.6790683,General Mercer Junior Public SchoolToronto
Joyce Public School,Toronto,-79.4638439,43.7103603,Joyce Public SchoolToronto
Mother St Bride School,North Bay,-79.46282,46.3166179,Mother St Bride SchoolNorth Bay
Dr G W Williams Secondary School,Aurora,-79.4625042,43.9897192,Dr G W Williams Secondary SchoolAurora
Denne Public School,Newmarket,-79.4621963,44.0705759,Denne Public SchoolNewmarket
William Lyon Mackenzie Collegiate Institute,Toronto,-79.4617748,43.7536274,William Lyon Mackenzie Collegiate InstituteToronto
Keele Street Public School,Toronto,-79.461406,43.6575917,Keele Street Public SchoolToronto
Brownridge Public School,Vaughan,-79.4613587,43.8058516,Brownridge Public SchoolVaughan
Father Henri Nouwen Catholic Elementary School,Richmond Hill,-79.4613258,43.8936189,Father Henri Nouwen Catholic Elementary SchoolRichmond Hill
Father Henri J M Nouwen Catholic Elementary School,Richmond Hill,-79.4613258,43.8936189,Father Henri J M Nouwen Catholic Elementary SchoolRichmond Hill
Our Lady of the Lake Catholic Elementary School,Georgina,-79.4608749,44.2124284,Our Lady of the Lake Catholic Elementary SchoolGeorgina
St. Nicholas of Bari Catholic School,Toronto,-79.4607142,43.6830381,St. Nicholas of Bari Catholic SchoolToronto
St Nicholas of Bari Catholic School,Toronto,-79.4607142,43.6830381,St Nicholas of Bari Catholic SchoolToronto
Yorkdale Secondary School,Toronto,-79.4606336,43.7199783,Yorkdale Secondary SchoolToronto
Indian Road Crescent Junior Public School,Toronto,-79.4604093,43.6625476,Indian Road Crescent Junior Public SchoolToronto
Wilmington Elementary School,Toronto,-79.4603466,43.7684446,Wilmington Elementary SchoolToronto
Carleton Village Jr & Sr Sports & Wellness Academy,Toronto,-79.4601581,43.672613,Carleton Village Jr & Sr Sports & Wellness AcademyToronto
Carleton Village Junior and Senior Public School,Toronto,-79.4601581,43.672613,Carleton Village Junior and Senior Public SchoolToronto
Lucy McCormick Senior School,Toronto,-79.4601388,43.6647767,Lucy McCormick Senior SchoolToronto
Regina Mundi Catholic School,Toronto,-79.4593508,43.7099027,Regina Mundi Catholic SchoolToronto
St. Marguerite d'Youville Catholic Elementary School,Richmond Hill,-79.4592777,43.9114996,St. Marguerite d'Youville Catholic Elementary SchoolRichmond Hill
St. Marguerite D'Youville Catholic Elementary School,Richmond Hill,-79.4592777,43.9114996,St. Marguerite D'Youville Catholic Elementary SchoolRichmond Hill
Yorkdale Adult Learning Centre,Toronto,-79.4592411,43.7202161,Yorkdale Adult Learning CentreToronto
Prince of Peace Catholic Elementary School,Georgina,-79.4592076,44.2127468,Prince of Peace Catholic Elementary SchoolGeorgina
Charles H Best Junior Middle School,Toronto,-79.4589687,43.7673677,Charles H Best Junior Middle SchoolToronto
Charles H Best Junior and Middle School,Toronto,-79.4589687,43.7673677,Charles H Best Junior and Middle SchoolToronto
Louis-Honore Frechette Public School,Vaughan,-79.4587986,43.7912795,Louis-Honore Frechette Public SchoolVaughan
F H Miller Junior Public School,Toronto,-79.4587303,43.6839748,F H Miller Junior Public SchoolToronto
E J Sand Public School,Vaughan,-79.4583467,43.7953994,E J Sand Public SchoolVaughan
St Joseph-Scollard Hall Secondary School,North Bay,-79.4580228,46.3222822,St Joseph-Scollard Hall Secondary SchoolNorth Bay
St Paul VI Catholic School,Toronto,-79.4578108,43.6740106,St Paul VI Catholic SchoolToronto
Dante Alighieri Academy,Toronto,-79.4577583,43.7103056,Dante Alighieri AcademyToronto
Dante Alighieri Academy Catholic Secondary School,Toronto,-79.4577583,43.7103056,Dante Alighieri Academy Catholic Secondary SchoolToronto
Académie de la Moraine,Richmond Hill,-79.4577421,43.949108,Académie de la MoraineRichmond Hill
Lake Simcoe Public School,Georgina,-79.4576608,44.1975492,Lake Simcoe Public SchoolGeorgina
�IC Renaissance,Vaughan,-79.4576131,43.8201846,�IC RenaissanceVaughan
Pleasantville Public School,Richmond Hill,-79.4574379,43.8745166,Pleasantville Public SchoolRichmond Hill
Trillium Woods Public School,Richmond Hill,-79.4572884,43.9025875,Trillium Woods Public SchoolRichmond Hill
Keswick High School,Georgina,-79.457204,44.2233681,Keswick High SchoolGeorgina
Silver Pines Public School,Richmond Hill,-79.4571096,43.8890628,Silver Pines Public SchoolRichmond Hill
Moraine Hills Public School,Richmond Hill,-79.4559949,43.9101099,Moraine Hills Public SchoolRichmond Hill
École élémentaire Charles Sauriol,Toronto,-79.4559391,43.667864,École élémentaire Charles SauriolToronto
École élémentaire Charles-Sauriol,Toronto,-79.4559275,43.667873,École élémentaire Charles-SauriolToronto
Fairbank Memorial Community School,Toronto,-79.4558014,43.6917504,Fairbank Memorial Community SchoolToronto
MacLeod's Landing Public School,Richmond Hill,-79.455767,43.924054,MacLeod's Landing Public SchoolRichmond Hill
St. Elizabeth Catholic High School,Vaughan,-79.4557239,43.8035934,St. Elizabeth Catholic High SchoolVaughan
St Elizabeth Catholic High School,Vaughan,-79.4557239,43.8035934,St Elizabeth Catholic High SchoolVaughan
St Maximilian Kolbe High School,Aurora,-79.4548645,44.004371,St Maximilian Kolbe High SchoolAurora
St. Maximilian Kolbe Catholic High School,Aurora,-79.4543598,44.0034353,St. Maximilian Kolbe Catholic High SchoolAurora
St. Anne Catholic Elementary School,Richmond Hill,-79.4540349,43.8636819,St. Anne Catholic Elementary SchoolRichmond Hill
St Anne Catholic Elementary School,Richmond Hill,-79.4540349,43.8636819,St Anne Catholic Elementary SchoolRichmond Hill
Alliance French Immersion Public School,North Bay,-79.4535278,46.3228882,Alliance French Immersion Public SchoolNorth Bay
Westmount Collegiate Institute,Vaughan,-79.4534405,43.817766,Westmount Collegiate InstituteVaughan
Northern Lights Public School,Aurora,-79.4533067,44.0156416,Northern Lights Public SchoolAurora
Perth Avenue Junior Public School,Toronto,-79.4527966,43.6625903,Perth Avenue Junior Public SchoolToronto
Howard Junior Public School,Toronto,-79.4523679,43.650355,Howard Junior Public SchoolToronto
Bishop Marrocco / Thomas Merton Catholic Secondary School,Toronto,-79.4520945,43.6561083,Bishop Marrocco / Thomas Merton Catholic Secondary SchoolToronto
Bishop Marrocco/Thomas Merton Catholic Secondary School,Toronto,-79.4520945,43.6561083,Bishop Marrocco/Thomas Merton Catholic Secondary SchoolToronto
Rockford Public School,Toronto,-79.4517382,43.785977,Rockford Public SchoolToronto
St. Luigi Catholic School,Toronto,-79.4517141,43.6628629,St. Luigi Catholic SchoolToronto
Westminster Public School,Vaughan,-79.4513143,43.7987381,Westminster Public SchoolVaughan
St. Charles Catholic School,Toronto,-79.451302,43.7132719,St. Charles Catholic SchoolToronto
Lawrence Heights Middle School,Toronto,-79.451062,43.720555,Lawrence Heights Middle SchoolToronto
St. John Bosco Catholic School,Toronto,-79.4506036,43.6886679,St. John Bosco Catholic SchoolToronto
Meadowbrook Public School,Newmarket,-79.4504964,44.0693068,Meadowbrook Public SchoolNewmarket
Chippewa Intermediate Secondary School,North Bay,-79.4503075,46.3220634,Chippewa Intermediate Secondary SchoolNorth Bay
Chippewa Secondary School,North Bay,-79.4503075,46.3220634,Chippewa Secondary SchoolNorth Bay
Garden Avenue Junior Public School,Toronto,-79.4491269,43.6432087,Garden Avenue Junior Public SchoolToronto
Fairbank Public School,Toronto,-79.4490216,43.6942744,Fairbank Public SchoolToronto
Fairwood Public School,Georgina,-79.4490032,44.2213176,Fairwood Public SchoolGeorgina
Holy Spirit Catholic Elementary School,Aurora,-79.4488267,43.9944692,Holy Spirit Catholic Elementary SchoolAurora
Rosedale Heights Public School,Vaughan,-79.4487701,43.8170547,Rosedale Heights Public SchoolVaughan
Our Lady of the Annunciation Catholic Elementary School,Richmond Hill,-79.4485978,43.9531753,Our Lady of the Annunciation Catholic Elementary SchoolRichmond Hill
Our Lady of Good Counsel Catholic Elementary School,East Gwillimbury,-79.4481782,44.094836,Our Lady of Good Counsel Catholic Elementary SchoolEast Gwillimbury
Alexander MacKenzie High School,Richmond Hill,-79.448071,43.8698743,Alexander MacKenzie High SchoolRichmond Hill
St Vincent de Paul Catholic School,Toronto,-79.4479789,43.6467881,St Vincent de Paul Catholic SchoolToronto
Prince Charles Public School,Newmarket,-79.447924,44.055672,Prince Charles Public SchoolNewmarket
Faywood Arts-Based Curriculum School,Toronto,-79.4472295,43.7395533,Faywood Arts-Based Curriculum SchoolToronto
St Charles Garnier Catholic Elementary School,Richmond Hill,-79.4470946,43.8534699,St Charles Garnier Catholic Elementary SchoolRichmond Hill
