school,municipality,lon,lat,unique_id
École secondaire catholique Garneau,Ottawa,-75.5249211,45.4650594,École secondaire catholique GarneauOttawa
St. Kateri Tekakwitha Elementary School,Ottawa,-75.5235547,45.4585307,St. Kateri Tekakwitha Elementary SchoolOttawa
South Grenville District High School,Prescott,-75.5216401,44.7198023,South Grenville District High SchoolPrescott
É Élém C Saint-Joseph d'Orléans,Ottawa,-75.521603,45.4658625,É Élém C Saint-Joseph d'OrléansOttawa
École élémentaire catholique Saint-Joseph d'Orléans,Ottawa,-75.521603,45.4658625,École élémentaire catholique Saint-Joseph d'OrléansOttawa
Castor Valley Elementary School,Ottawa,-75.5175942,45.2163379,Castor Valley Elementary SchoolOttawa
St. Mark Catholic School,Prescott,-75.5149475,44.7233336,St. Mark Catholic SchoolPrescott
Divine Infant Catholic Elementary School,Ottawa,-75.5134719,45.486713,Divine Infant Catholic Elementary SchoolOttawa
Henry Larsen Elementry School,Ottawa,-75.5126555,45.4602804,Henry Larsen Elementry SchoolOttawa
École élémentaire catholique Reine-des-Bois,Ottawa,-75.509247,45.4721049,École élémentaire catholique Reine-des-BoisOttawa
École élémentaire catholique Notre-Dame-des-Champs,Ottawa,-75.5090744,45.4327963,École élémentaire catholique Notre-Dame-des-ChampsOttawa
École élémentaire catholique d'enseignement personnalisé La Source,Ottawa,-75.5081477,45.4725175,École élémentaire catholique d'enseignement personnalisé La SourceOttawa
École secondaire catholique Mer Bleue,Ottawa,-75.5048231,45.4356254,École secondaire catholique Mer BleueOttawa
École intermédiaire catholique Mer Bleue,Ottawa,-75.5048231,45.4356254,École intermédiaire catholique Mer BleueOttawa
Dunning-Foubert Elementary School,Ottawa,-75.4986105,45.4670426,Dunning-Foubert Elementary SchoolOttawa
Sir Wilfrid Laurier Secondary School,Ottawa,-75.4936611,45.4730978,Sir Wilfrid Laurier Secondary SchoolOttawa
Fallingbrook Community Elementary School,Ottawa,-75.4867594,45.4814563,Fallingbrook Community Elementary SchoolOttawa
École élémentaire catholique Notre-Place,Ottawa,-75.4852618,45.4469732,École élémentaire catholique Notre-PlaceOttawa
École élémentaire publique Jeanne-Sauvé,Ottawa,-75.4849774,45.4654791,École élémentaire publique Jeanne-SauvéOttawa
École élémentaire catholique Des Pionniers,Ottawa,-75.4816206,45.473832,École élémentaire catholique Des PionniersOttawa
�cole �l�mentaire catholique Des Pionniers,Ottawa,-75.4816206,45.473832,�cole �l�mentaire catholique Des PionniersOttawa
St Francis of Assisi Elementary School,Ottawa,-75.4800888,45.4786353,St Francis of Assisi Elementary SchoolOttawa
St Peter High School,Ottawa,-75.4769561,45.4747775,St Peter High SchoolOttawa
St Peter Intermediate School,Ottawa,-75.4769561,45.4747775,St Peter Intermediate SchoolOttawa
St Clare Elementary School,Ottawa,-75.474238,45.469296,St Clare Elementary SchoolOttawa
École élémentaire catholique Alain-Fortin,Ottawa,-75.4741483,45.4474034,École élémentaire catholique Alain-FortinOttawa
Trillium E S,Ottawa,-75.4730485,45.4793902,Trillium E SOttawa
Trillium Elementary School,Ottawa,-75.4730485,45.4793902,Trillium Elementary SchoolOttawa
Metcalfe Public School,Ottawa,-75.471191,45.2333824,Metcalfe Public SchoolOttawa
École élémentaire catholique Arc-en-ciel,Ottawa,-75.470837,45.471413,École élémentaire catholique Arc-en-cielOttawa
St Catherine Elementary School,Ottawa,-75.4707704,45.2326733,St Catherine Elementary SchoolOttawa
Osgoode Township High School,Ottawa,-75.469749,45.2291765,Osgoode Township High SchoolOttawa
St. Dominic Catholic Elementary School,Ottawa,-75.469594,45.4508691,St. Dominic Catholic Elementary SchoolOttawa
St Theresa Elementary School,Ottawa,-75.4670982,45.463667,St Theresa Elementary SchoolOttawa
Avalon Public School,Ottawa,-75.4666022,45.4578847,Avalon Public SchoolOttawa
South Edwardsburg Public School,Edwardsburgh/Cardinal,-75.4661422,44.7484877,South Edwardsburg Public SchoolEdwardsburgh/Cardinal
Summerside Public School,Ottawa,-75.4634112,45.4508625,Summerside Public SchoolOttawa
Maple Ridge Elementary School,Ottawa,-75.4615581,45.4709058,Maple Ridge Elementary SchoolOttawa
École élémentaire catholique De la Découverte,Ottawa,-75.4614906,45.4648987,École élémentaire catholique De la DécouverteOttawa
�cole �l�mentaire catholique De la D�couverte,Ottawa,-75.4614906,45.4648987,�cole �l�mentaire catholique De la D�couverteOttawa
École élémentaire publique Des Sentiers,Ottawa,-75.4609256,45.4594765,École élémentaire publique Des SentiersOttawa
Ã‰cole Ã©lÃ©mentaire publique Des Sentiers,Ottawa,-75.4609256,45.4594765,Ã‰cole Ã©lÃ©mentaire publique Des SentiersOttawa
École intermédiaire catholique Béatrice-Desloges,Ottawa,-75.4583544,45.468304,École intermédiaire catholique Béatrice-DeslogesOttawa
École secondaire catholique Béatrice-Desloges,Ottawa,-75.4583544,45.468304,École secondaire catholique Béatrice-DeslogesOttawa
�cole interm�diaire catholique B�atrice-Desloges,Ottawa,-75.4583417,45.4685327,�cole interm�diaire catholique B�atrice-DeslogesOttawa
Nationview Public School,North Dundas,-75.4537658,44.9851455,Nationview Public SchoolNorth Dundas
École secondaire publique Gisèle-Lalonde,Orleans,-75.4454481,45.4689434,École secondaire publique Gisèle-LalondeOrleans
École secondaire publique Gisèle-Lalonde,Ottawa,-75.4454481,45.4689434,École secondaire publique Gisèle-LalondeOttawa
École élémentaire publique Gisèle-Lalonde,Ottawa,-75.4454481,45.4689434,École élémentaire publique Gisèle-LalondeOttawa
Russell High School,Russell,-75.3644701,45.2666186,Russell High SchoolRussell
École élémentaire catholique Saint-Joseph (Russell),Russell,-75.3638464,45.2650059,École élémentaire catholique Saint-Joseph (Russell)Russell
École élémentaire catholique Saint-Joseph,Russell,-75.3638464,45.2650059,École élémentaire catholique Saint-JosephRussell
Mother Teresa Elementary school,Russell,-75.3606043,45.2636688,Mother Teresa Elementary schoolRussell
Mother Teresa Catholic School,Russell,-75.3606043,45.2636688,Mother Teresa Catholic SchoolRussell
École élémentaire catholique Saint-Guillaume,Ottawa,-75.3535695,45.3556267,École élémentaire catholique Saint-GuillaumeOttawa
St. Thomas Aquinas Catholic High School,Russell,-75.3530979,45.2510991,St. Thomas Aquinas Catholic High SchoolRussell
St. Thomas Aquinas Catholic School,Russell,-75.3530979,45.2510991,St. Thomas Aquinas Catholic SchoolRussell
Winchester Public School,North Dundas,-75.3526544,45.0894103,Winchester Public SchoolNorth Dundas
St Patrick Catholic Elementary School,Clarence-Rockland,-75.2972652,45.5401516,St Patrick Catholic Elementary SchoolClarence-Rockland
École élémentaire publique De la Rivière Castor,Russell,-75.2879034,45.2762015,École élémentaire publique De la Rivière CastorRussell
École élémentaire publique Carrefour Jeunesse,Clarence-Rockland,-75.2878862,45.5440165,École élémentaire publique Carrefour JeunesseClarence-Rockland
École élémentaire catholique Sainte-Trinité,Clarence-Rockland,-75.2876978,45.5478437,École élémentaire catholique Sainte-TrinitéClarence-Rockland
École secondaire catholique L'Escale,Rockland,-75.2873353,45.5496379,École secondaire catholique L'EscaleRockland
École secondaire catholique L'Escale,Clarence-Rockland,-75.2873353,45.5496379,École secondaire catholique L'EscaleClarence-Rockland
École intermédiaire catholique Pavillon L'Escale,Clarence-Rockland,-75.2873353,45.5496379,École intermédiaire catholique Pavillon L'EscaleClarence-Rockland
North Dundas Intermediate School,North Dundas,-75.287014,45.0918606,North Dundas Intermediate SchoolNorth Dundas
Rockland Intermediate School,Clarence-Rockland,-75.286662,45.54535,Rockland Intermediate SchoolClarence-Rockland
Rockland Public School,Clarence-Rockland,-75.286662,45.54535,Rockland Public SchoolClarence-Rockland
�cole secondaire catholique L'Escale,Clarence-Rockland,-75.2859529,45.5494849,�cole secondaire catholique L'EscaleClarence-Rockland
École intermédiaire catholique Pavillon L’Escale,Clarence-Rockland,-75.2859529,45.5494849,École intermédiaire catholique Pavillon L’EscaleClarence-Rockland
Rockland District High School,Clarence-Rockland,-75.285136,45.5441483,Rockland District High SchoolClarence-Rockland
"Rockland District High School
",Clarence-Rockland,-75.285136,45.5441483,"Rockland District High School
Clarence-Rockland"
Rockland District High School.,Clarence-Rockland,-75.285136,45.5441483,Rockland District High School.Clarence-Rockland
École intermédiaire catholique - Pavillon Embrun,Russell,-75.2747569,45.271835,École intermédiaire catholique - Pavillon EmbrunRussell
École secondaire catholique Embrun,Russell,-75.2747569,45.271835,École secondaire catholique EmbrunRussell
École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée,Embrun,-75.2738623,45.2747364,École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La CroiséeEmbrun
École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée,Russel,-75.2738623,45.2747364,École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La CroiséeRussel
École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée,Russell,-75.2738623,45.2747364,École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La CroiséeRussell
École élémentaire catholique Saint-Viateur,Russell,-75.2632624,45.3497144,École élémentaire catholique Saint-ViateurRussell
École élémentaire catholique Saint-Viateur,Nation,-75.2632624,45.3497144,École élémentaire catholique Saint-ViateurNation
École élémentaire catholique Saint-Viateur,United Counties of Prescott and Russell,-75.2632624,45.3497144,École élémentaire catholique Saint-ViateurUnited Counties of Prescott and Russell
École élémentaire catholique Saint-Viateur,The Nation,-75.2632624,45.3497144,École élémentaire catholique Saint-ViateurThe Nation
École élémentaire catholique Saint-Mathieu,Clarence-Rockland,-75.2383323,45.440132,École élémentaire catholique Saint-MathieuClarence-Rockland
Chesterville Public School,North Dundas,-75.2326373,45.1002239,Chesterville Public SchoolNorth Dundas
St Mary's Separate School,North Dundas,-75.2271464,45.1007561,St Mary's Separate SchoolNorth Dundas
École élémentaire catholique Sainte-Félicité,Clarence-Rockland,-75.2191551,45.5090627,École élémentaire catholique Sainte-FélicitéClarence-Rockland
St Francis Xavier Catholic High School,Clarence-Rockland,-75.2096803,45.4214829,St Francis Xavier Catholic High SchoolClarence-Rockland
St Francis Xavier Elementary School,Clarence-Rockland,-75.2096803,45.4214829,St Francis Xavier Elementary SchoolClarence-Rockland
Morrisburg Public School,South Dundas,-75.1844476,44.8964664,Morrisburg Public SchoolSouth Dundas
École élémentaire catholique Sacré-Coeur,Clarence-Rockland,-75.1576975,45.4371791,École élémentaire catholique Sacré-CoeurClarence-Rockland
École élémentaire catholique Saint-Joseph (Wendover),Alfred and Plantagenet,-75.1300942,45.572039,École élémentaire catholique Saint-Joseph (Wendover)Alfred and Plantagenet
North Stormont Public School,North Stormont,-75.1128308,45.1811981,North Stormont Public SchoolNorth Stormont
École élémentaire publique L'Académie de la Seigneurie,Casselman,-75.090373,45.3045284,École élémentaire publique L'Académie de la SeigneurieCasselman
École secondaire publique L'Académie de la Seigneurie,Casselman,-75.090373,45.3045284,École secondaire publique L'Académie de la SeigneurieCasselman
École secondaire catholique de Casselman,Casselman,-75.0876167,45.3165493,École secondaire catholique de CasselmanCasselman
École intermédiaire catholique - Pavillon Casselman,Casselman,-75.0876167,45.3165493,École intermédiaire catholique - Pavillon CasselmanCasselman
École élémentaire catholique de Casselman - Pav. St-Paul/Ste-Euphémie,Casselman,-75.083107,45.3190683,École élémentaire catholique de Casselman - Pav. St-Paul/Ste-EuphémieCasselman
École secondaire catholique de Plantagenet,Alfred and Plantagenet,-75.0001851,45.5463598,École secondaire catholique de PlantagenetAlfred and Plantagenet
Rothwell-Osnabruck Elementary School,South Stormont,-74.993103,44.9991188,Rothwell-Osnabruck Elementary SchoolSouth Stormont
Our Lady of Good Counsel Separate School,South Stormont,-74.9897634,45.0009875,Our Lady of Good Counsel Separate SchoolSouth Stormont
École élémentaire catholique La Source,North Stormont,-74.9619894,45.2676966,École élémentaire catholique La SourceNorth Stormont
Tagwi Intermediate School,North Stormont,-74.9288271,45.1794006,Tagwi Intermediate SchoolNorth Stormont
Tagwi Secondary School,North Stormont,-74.9285867,45.1798411,Tagwi Secondary SchoolNorth Stormont
École élémentaire catholique Saint-Isidore,The Nation,-74.9064258,45.384151,École élémentaire catholique Saint-IsidoreThe Nation
École élémentaire catholique Saint-Isidore,The Nation Municipality,-74.9064258,45.384151,École élémentaire catholique Saint-IsidoreThe Nation Municipality
Longue Sault Public School,South Stormont,-74.8937032,45.0316904,Longue Sault Public SchoolSouth Stormont
École élémentaire catholique Saint-Victor,Township of Alfred & Plantagenet,-74.8804359,45.5574594,École élémentaire catholique Saint-VictorTownship of Alfred & Plantagenet
École élémentaire catholique Saint-Victor,Alfred and Plantagenet,-74.8804359,45.5574594,École élémentaire catholique Saint-VictorAlfred and Plantagenet
St Andrew's Separate School,South Stormont,-74.800136,45.0963821,St Andrew's Separate SchoolSouth Stormont
École élémentaire catholique Sainte-Lucie,South Stormont,-74.7795474,45.0769419,École élémentaire catholique Sainte-LucieSouth Stormont
St Anne's School,Cornwall,-74.768413,45.0183749,St Anne's SchoolCornwall
Viscount Alexander Public School,Cornwall,-74.7665122,45.0151915,Viscount Alexander Public SchoolCornwall
Eamer's Corners Public School,Cornwall,-74.761213,45.0571911,Eamer's Corners Public SchoolCornwall
Eamer’s Corners Public School,Cornwall,-74.761213,45.0571911,Eamer’s Corners Public SchoolCornwall
École élémentaire catholique Notre-Dame,Cornwall,-74.7519302,45.0342178,École élémentaire catholique Notre-DameCornwall
Sacred Heart School,Cornwall,-74.7511114,45.0365884,Sacred Heart SchoolCornwall
St. Joseph Intermediate Catholic School,Cornwall,-74.749842,45.0344797,St. Joseph Intermediate Catholic SchoolCornwall
St Joseph's Secondary School,Cornwall,-74.749842,45.0344797,St Joseph's Secondary SchoolCornwall
St. Matthew Catholic Elementary School,Cornwall,-74.731919,45.02008,St. Matthew Catholic Elementary SchoolCornwall
Cornwall Collegiate & Vocational School,Cornwall,-74.7285075,45.0228721,Cornwall Collegiate & Vocational SchoolCornwall
Cornwall Collegiate and Vocational School,Cornwall,-74.7285075,45.0228721,Cornwall Collegiate and Vocational SchoolCornwall
Central Public School,Cornwall,-74.7250061,45.0196816,Central Public SchoolCornwall
Bishop Macdonell Separate School,Cornwall,-74.7241822,45.022017,Bishop Macdonell Separate SchoolCornwall
École intermédiaire catholique La Citadelle,Cornwall,-74.7131919,45.02371,École intermédiaire catholique La CitadelleCornwall
École secondaire catholique La Citadelle,Cornwall,-74.7131919,45.02371,École secondaire catholique La CitadelleCornwall
Bridgewood Public School,Cornwall,-74.7068461,45.0365206,Bridgewood Public SchoolCornwall
École élémentaire catholique Marie-Tanguay,Cornwall,-74.7010351,45.036141,École élémentaire catholique Marie-TanguayCornwall
École secondaire publique L'Héritage,Cornwall,-74.699788,45.018235,École secondaire publique L'HéritageCornwall
École secondaire publique L’Héritage,Cornwall,-74.699788,45.018235,École secondaire publique L’HéritageCornwall
�cole secondaire publique L'H�ritage,Cornwall,-74.699788,45.018235,�cole secondaire publique L'H�ritageCornwall
École élémentaire publique L'Héritage,Cornwall,-74.699788,45.018235,École élémentaire publique L'HéritageCornwall
Laggan Public School,North Glengarry,-74.698811,45.39186,Laggan Public SchoolNorth Glengarry
St. Lawrence Secondary School,Cornwall,-74.6982426,45.030042,St. Lawrence Secondary SchoolCornwall
St Lawrence Secondary School,Cornwall,-74.6982426,45.030042,St Lawrence Secondary SchoolCornwall
St Lawrence Intermediate School,Cornwall,-74.6982426,45.030042,St Lawrence Intermediate SchoolCornwall
Cornwall Intermediate School,Cornwall,-74.6982426,45.030042,Cornwall Intermediate SchoolCornwall
École élémentaire publique Rose des Vents,Cornwall,-74.693585,45.0314992,École élémentaire publique Rose des VentsCornwall
�cole �l�mentaire publique Rose des Vents,Cornwall,-74.693585,45.0314992,�cole �l�mentaire publique Rose des VentsCornwall
Holy Trinity Catholic Secondary School,Cornwall,-74.6732692,45.0453521,Holy Trinity Catholic Secondary SchoolCornwall
Holy Trinity Catholic Secondary School,South Glengarry,-74.6732692,45.0453521,Holy Trinity Catholic Secondary SchoolSouth Glengarry
